year,title,authors,journal,species,gene_pathways,phenotypes,genes_found,abstract,doi,pmid,mesh,pmcid,dataset
2015,Regulation of α5 and αV Integrin Expression by GDF-5 and BMP-7 in Chondrocyte Differentiation and Osteoarthritis.,"Garciadiego-Cázares David, Aguirre-Sánchez Hilda I, Abarca-Buis René F, Kouri Juan B, Velasquillo Cristina, Ibarra Clemente",PloS one,mouse,,,,"The Integrin β1 family is the major receptors of the Extracellular matrix (ECM), and the synthesis and degradation balance of ECM is seriously disrupted during Osteoarthritis (OA). In this scenario, integrins modify their pattern expression and regulate chondrocyte differentiation in the articular cartilage. Members of the Transforming growth factor beta (Tgf-β) Superfamily, such as Growth differentiation factor 5 (Gdf-5) and Bone morphogenetic protein 7 (Bmp-7), play a key role in joint formation and could regulate the integrin expression during chondrocyte differentiation and osteoarthritis progression in an experimental OA rat model. Decrease of α5 integrin expression in articular cartilage was related with chondrocyte dedifferentiation during OA progression, while increase of α1, α2, and α3 integrin expression was related with fibrous areas in articular cartilage during OA. Hypertrophic chondrocytes expressed αV integrin and was increased in the articular cartilage of rats with OA. Integrin expression during chondrocyte differentiation was also analyzed in a micromass culture system of mouse embryo mesenchymal cells, micromass cultures was treated with Gdf-5 or Bmp-7 for 4 and 6 days, respectively. Gdf-5 induced the expression of the α5 sub-unit, while Bmp-7 induced the expression of the αV sub-unit. This suggests a switch in signaling for prehypertrophic chondrocyte differentiation towards hypertrophy, where Gdf-5 could maintain the articular chondrocyte phenotype and Bmp-7 would induce hypertrophy. Decrease of Ihh expression during late stages of OA in rat model suggest that the ossification in OA rat knees and endochondral ossification could be activated by Bmp-7 and αV integrin in absence of Ihh. Thus, chondrocyte phenotype in articular cartilage is similar to prehypetrophic chondrocyte in growth plate, and is preserved due to the presence of Indian hedgehog (Ihh), Gdf-5 and α5 integrin to maintain articular cartilage and prevent hypertrophy.",10.1371/journal.pone.0127166,26010756,"Animals; Bone Morphogenetic Protein 7; Cartilage, Articular; Cell Differentiation; Chondrocytes; Extracellular Matrix; Fibrosis; Growth Differentiation Factor 5; Hedgehog Proteins; Integrin alpha5; Integrin alphaV; Integrin beta1; Male; Mice; Osteoarthritis; Rats, Wistar; Signal Transduction",,mouse_embryo
2015,Ectodermal progenitors derived from epiblast stem cells by inhibition of Nodal signaling.,"Li Lingyu, Song Lu, Liu Chang, Chen Jun, Peng Guangdun, Wang Ran, Liu Pingyu, Tang Ke, Rossant Janet, Jing Naihe",Journal of molecular cell biology,mouse,,,,"The ectoderm has the capability to generate epidermis and neuroectoderm and plays imperative roles during the early embryonic development. Our recent study uncovered a region with ectodermal progenitor potential in mouse embryo at embryonic day 7.0 and revealed that Nodal inhibition is essential for its formation. Here, we demonstrate that through brief inhibition of Nodal signaling in vitro, mouse embryonic stem cell (ESC)-derived epiblast stem cells (ESD-EpiSCs) could be committed to transient ectodermal progenitor populations, which possess the ability to give rise to neural or epidermal ectoderm in the absence or presence of BMP4, respectively. Mechanistic studies reveal that BMP4 recruits distinct transcriptional targets in ESD-EpiSCs and ectoderm-like cells. Furthermore, FGF-Erk signaling may also be alleviated during the generation of ectoderm-like cells. Thus, our data suggest that instructive interactions among several extracellular signals participate in the commitment of ectoderm from ESD-EpiSCs, which shed new light on the understanding of the formation of ectoderm during the gastrulation in early mouse embryo development.",10.1093/jmcb/mjv030,25990320,"Animals; Bone Morphogenetic Protein 4; Cell Differentiation; Ectoderm; Embryo, Mammalian; Embryonic Stem Cells; Female; Gene Expression Regulation, Developmental; Germ Layers; Mice; Nodal Protein; Pregnancy; Signal Transduction",,mouse_embryo
2015,Context-specific function of the LIM homeobox 1 transcription factor in head formation of the mouse embryo.,"Fossat Nicolas, Ip Chi Kin, Jones Vanessa J, Studdert Joshua B, Khoo Poh-Lynn, Lewis Samara L, Power Melinda, Tourle Karin, Loebel David A F, Kwan Kin Ming, Behringer Richard R, Tam Patrick P L","Development (Cambridge, England)",mouse,,,,"Lhx1 encodes a LIM homeobox transcription factor that is expressed in the primitive streak, mesoderm and anterior mesendoderm of the mouse embryo. Using a conditional Lhx1 flox mutation and three different Cre deleters, we demonstrated that LHX1 is required in the anterior mesendoderm, but not in the mesoderm, for formation of the head. LHX1 enables the morphogenetic movement of cells that accompanies the formation of the anterior mesendoderm, in part through regulation of Pcdh7 expression. LHX1 also regulates, in the anterior mesendoderm, the transcription of genes encoding negative regulators of WNT signalling, such as Dkk1, Hesx1, Cer1 and Gsc. Embryos carrying mutations in Pcdh7, generated using CRISPR-Cas9 technology, and embryos without Lhx1 function specifically in the anterior mesendoderm displayed head defects that partially phenocopied the truncation defects of Lhx1-null mutants. Therefore, disruption of Lhx1-dependent movement of the anterior mesendoderm cells and failure to modulate WNT signalling both resulted in the truncation of head structures. Compound mutants of Lhx1, Dkk1 and Ctnnb1 show an enhanced head truncation phenotype, pointing to a functional link between LHX1 transcriptional activity and the regulation of WNT signalling. Collectively, these results provide comprehensive insight into the context-specific function of LHX1 in head formation: LHX1 enables the formation of the anterior mesendoderm that is instrumental for mediating the inductive interaction with the anterior neuroectoderm and LHX1 also regulates the expression of factors in the signalling cascade that modulate the level of WNT activity.",10.1242/dev.120907,25977363,"Animals; Cadherins; Embryo, Mammalian; Endoderm; Gene Deletion; Gene Expression Regulation, Developmental; Germ Layers; Head; LIM-Homeodomain Proteins; Mice, Knockout; Models, Biological; Mutation; Phenotype; Signal Transduction; Transcription Factors; Wnt Proteins",,mouse_embryo
2015,Flow-induced protein kinase A-CREB pathway acts via BMP signaling to promote HSC emergence.,"Kim Peter Geon, Nakano Haruko, Das Partha P, Chen Michael J, Rowe R Grant, Chou Stephanie S, Ross Samantha J, Sakamoto Kathleen M, Zon Leonard I, Schlaeger Thorsten M, Orkin Stuart H, Nakano Atsushi, Daley George Q",The Journal of experimental medicine,mouse,,,,"Fluid shear stress promotes the emergence of hematopoietic stem cells (HSCs) in the aorta-gonad-mesonephros (AGM) of the developing mouse embryo. We determined that the AGM is enriched for expression of targets of protein kinase A (PKA)-cAMP response element-binding protein (CREB), a pathway activated by fluid shear stress. By analyzing CREB genomic occupancy from chromatin-immunoprecipitation sequencing (ChIP-seq) data, we identified the bone morphogenetic protein (BMP) pathway as a potential regulator of CREB. By chemical modulation of the PKA-CREB and BMP pathways in isolated AGM VE-cadherin(+) cells from mid-gestation embryos, we demonstrate that PKA-CREB regulates hematopoietic engraftment and clonogenicity of hematopoietic progenitors, and is dependent on secreted BMP ligands through the type I BMP receptor. Finally, we observed blunting of this signaling axis using Ncx1-null embryos, which lack a heartbeat and intravascular flow. Collectively, we have identified a novel PKA-CREB-BMP signaling pathway downstream of shear stress that regulates HSC emergence in the AGM via the endothelial-to-hematopoietic transition.",10.1084/jem.20141514,25870201,"Animals; Bone Morphogenetic Proteins; Cyclic AMP Response Element-Binding Protein; Cyclic AMP-Dependent Protein Kinases; Embryo, Mammalian; Endothelial Cells; Hematopoietic Stem Cells; Mesonephros; Mice; Mice, Mutant Strains; Signal Transduction; Sodium-Calcium Exchanger",,mouse_embryo
2015,A simple and robust method for establishing homogeneous mouse epiblast stem cell lines by wnt inhibition.,"Sugimoto Michihiko, Kondo Masayo, Koga Yumiko, Shiura Hirosuke, Ikeda Rieko, Hirose Michiko, Ogura Atsuo, Murakami Ayumi, Yoshiki Atsushi, Chuva de Sousa Lopes Susana M, Abe Kuniya",Stem cell reports,mouse,,,,"Epiblast stem cells (EpiSCs) are pluripotent stem cells derived from epiblasts of postimplantation mouse embryos, and thus provide a useful model for studying ""primed"" pluripotent states. Here, we devised a simple and robust technique to derive high-quality EpiSCs using an inhibitor of WNT secretion. Using this method, we readily established EpiSC lines with high efficiency and were able to use whole embryonic portions without having to separate the epiblast from the visceral endoderm (VE). Expression analyses revealed that these EpiSCs maintained a homogeneous, undifferentiated status, yet showed high potential for differentiation both in vitro and in teratomas. Unlike EpiSCs derived by the original protocol, new EpiSC lines required continuous treatment with the Wnt inhibitor, suggesting some intrinsic differences from the existing EpiSCs. The homogeneous properties of this new version of EpiSCs should facilitate studies on the establishment and maintenance of a ""primed"" pluripotent state, and directed differentiation from the primed state.",10.1016/j.stemcr.2015.02.014,25818811,"Animals; Cell Culture Techniques; Cell Differentiation; Cell Line; Cell Self Renewal; Cluster Analysis; Female; Gene Expression Profiling; Gene Expression Regulation, Developmental; Germ Layers; Male; Mice; Pluripotent Stem Cells; Stem Cells; Wnt Proteins",,mouse_embryo
2015,Nodal signaling from the visceral endoderm is required to maintain Nodal gene expression in the epiblast and drive DVE/AVE migration.,"Kumar Amit, Lualdi Margaret, Lyozin George T, Sharma Prashant, Loncarek Jadranka, Fu Xin-Yuan, Kuehn Michael R",Developmental biology,mouse,,,,"In the early mouse embryo, a specialized population of extraembryonic visceral endoderm (VE) cells called the distal VE (DVE) arises at the tip of the egg cylinder stage embryo and then asymmetrically migrates to the prospective anterior, recruiting additional distal cells. Upon migration these cells, called the anterior VE (AVE), establish the anterior posterior (AP) axis by restricting gastrulation-inducing signals to the opposite pole. The Nodal-signaling pathway has been shown to have a critical role in the generation and migration of the DVE/AVE. The Nodal gene is expressed in both the VE and in the pluripotent epiblast, which gives rise to the germ layers. Previous findings have provided conflicting evidence as to the relative importance of Nodal signaling from the epiblast vs. VE for AP patterning. Here we show that conditional mutagenesis of the Nodal gene specifically within the VE leads to reduced Nodal expression levels in the epiblast and incomplete or failed DVE/AVE migration. These results support a required role for VE Nodal to maintain normal levels of expression in the epiblast, and suggest signaling from both VE and epiblast is important for DVE/AVE migration.",10.1016/j.ydbio.2014.12.016,25536399,"Animals; Body Patterning; Cell Movement; Endoderm; Galactosides; Gene Expression Regulation, Developmental; Genes, Reporter; Germ Layers; In Situ Hybridization; Indoles; Mice; Mice, Inbred C57BL; Microscopy, Fluorescence; Mutagenesis; Nodal Protein; Signal Transduction",,mouse_embryo
2015,An epigenetic regulatory element of the Nodal gene in the mouse and human genomes.,"Arai Daisuke, Hayakawa Koji, Ohgane Jun, Hirosawa Mitsuko, Nakao Yoichi, Tanaka Satoshi, Shiota Kunio",Mechanisms of development,mouse,,,,"Nodal signaling plays critical roles during embryonic development. The Nodal gene is not expressed in adult tissues but is frequently activated in cancer cells, contributing to progression toward malignancy. Although several regulatory elements of the Nodal gene have been identified, the epigenetic mechanisms by which Nodal expression is regulated over the long term remain unclear. We found a region exhibiting dynamic changes in DNA methylation at approximately -3.0 kb to -0.4 kb upstream from the transcriptional start site (TSS) that we termed the epigenetic regulatory element (ERE). The ERE was unmethylated in mouse embryonic stem cells (mESCs) but became increasingly methylated in differentiated cells and tissues, concomitant with the downregulation of Nodal mRNA expression. In vitro reporter assays identified an Oct3/4 binding motif within the ERE, indicating that the ERE is responsible for the activation of Nodal in mESCs. Furthermore, the ERE was a target of differentiation-associated Polycomb silencing, and the chromatin condensed when mESCs differentiated to embryoid bodies (EBs). Pharmacological inhibition of PRC2 led to the reactivation of Nodal expression in EBs and mouse embryonic fibroblasts (MEFs). The ERE was also targeted by PRC2 in normal human cells. In NODAL-expressing human cancer cells, accumulation of EZH2 and trimethylation of H3K27 at the ERE were diminished. In conclusion, Nodal is epigenetically controlled through the ERE in the mouse embryo and human cells.",10.1016/j.mod.2014.12.003,25528267,"Animals; Cell Differentiation; Embryonic Stem Cells; Epigenesis, Genetic; Genome; Genome, Human; Humans; Mice; Nodal Protein; Octamer Transcription Factor-3; Regulatory Sequences, Nucleic Acid; Signal Transduction",,mouse_embryo
2014,BMP signalling regulates the pre-implantation development of extra-embryonic cell lineages in the mouse embryo.,"Graham Sarah J L, Wicher Krzysztof B, Jedrusik Agnieszka, Guo Guoji, Herath Wishva, Robson Paul, Zernicka-Goetz Magdalena",Nature communications,mouse,,,,"Pre-implantation development requires the specification and organization of embryonic and extra-embryonic lineages. The separation of these lineages takes place when asymmetric divisions generate inside and outside cells that differ in polarity, position and fate. Here we assess the global transcriptional identities of these precursor cells to gain insight into the molecular mechanisms regulating lineage segregation. Unexpectedly, this reveals that complementary components of the bone morphogenetic protein (BMP) signalling pathway are already differentially expressed after the first wave of asymmetric divisions. We investigate the role of BMP signalling by expressing dominant negative forms of Smad4 and Bmpr2, by downregulating the pathway using RNA interference against BMP ligands and by applying three different BMP inhibitors at distinct stages. This reveals that BMP signalling regulates the correct development of both extra-embryonic lineages, primitive endoderm and trophectoderm, but not the embryonic lineage, before implantation. Together, these findings indicate multiple roles of BMP signalling in the early mouse embryo.",10.1038/ncomms6667,25514175,"Animals; Bone Morphogenetic Protein 4; Bone Morphogenetic Protein 7; Bone Morphogenetic Protein Receptors, Type II; Cell Lineage; Embryo Implantation; Endoderm; Female; Gene Expression Regulation, Developmental; Male; Mice; Mice, Inbred C57BL; Mice, Inbred CBA; Signal Transduction; Smad4 Protein",,mouse_embryo
2014,β-Pix directs collective migration of anterior visceral endoderm cells in the early mouse embryo.,"Omelchenko Tatiana, Rabadan M Angeles, Hernández-Martínez Rocío, Grego-Bessa Joaquim, Anderson Kathryn V, Hall Alan",Genes & development,mouse,,,,"Collective epithelial migration is important throughout embryonic development. The underlying mechanisms are poorly understood but likely involve spatially localized activation of Rho GTPases. We previously reported that Rac1 is essential for generating the protrusive activity that drives the collective migration of anterior visceral endoderm (AVE) cells in the early mouse embryo. To identify potential regulators of Rac1, we first performed an RNAi screen of Rho family exchange factors (guanine nucleotide exchange factor [GEF]) in an in vitro collective epithelial migration assay and identified β-Pix. Genetic deletion of β-Pix in mice disrupts collective AVE migration, while high-resolution live imaging revealed that this is associated with randomly directed protrusive activity. We conclude that β-Pix controls the spatial localization of Rac1 activity to drive collective AVE migration at a critical stage in mouse development.",10.1101/gad.251371.114,25512563,"Animals; Cell Movement; Embryo, Mammalian; Endoderm; Epithelial Cells; Gene Deletion; Mice; Mice, Knockout; Neuropeptides; Protein Transport; Rho Guanine Nucleotide Exchange Factors; Viscera; rac1 GTP-Binding Protein",,mouse_embryo
2014,SOXC proteins amplify canonical WNT signaling to secure nonchondrocytic fates in skeletogenesis.,"Bhattaram Pallavi, Penzo-Méndez Alfredo, Kato Kenji, Bandyopadhyay Kaustav, Gadi Abhilash, Taketo Makoto M, Lefebvre Véronique",The Journal of cell biology,mouse,,,,"Canonical WNT signaling stabilizes β-catenin to determine cell fate in many processes from development onwards. One of its main roles in skeletogenesis is to antagonize the chondrogenic transcription factor SOX9. We here identify the SOXC proteins as potent amplifiers of this pathway. The SOXC genes, i.e., Sox4, Sox11, and Sox12, are coexpressed in skeletogenic mesenchyme, including presumptive joints and perichondrium, but not in cartilage. Their inactivation in mouse embryo limb bud caused massive cartilage fusions, as joint and perichondrium cells underwent chondrogenesis. SOXC proteins govern these cells cell autonomously. They replace SOX9 in the adenomatous polyposis coli-Axin destruction complex and therein inhibit phosphorylation of β-catenin by GSK3. This inhibition, a crucial, limiting step in canonical WNT signaling, thus becomes a constitutive event. The resulting SOXC/canonical WNT-mediated synergistic stabilization of β-catenin contributes to efficient repression of Sox9 in presumptive joint and perichondrium cells and thereby ensures proper delineation and articulation of skeletal primordia. This synergy may determine cell fate in many processes besides skeletogenesis.",10.1083/jcb.201405098,25452386,"Animals; Cartilage; Chondrocytes; Embryonic Stem Cells; Gene Expression Regulation, Developmental; Glycogen Synthase Kinase 3; HEK293 Cells; Humans; Mice, Transgenic; Osteogenesis; Phosphorylation; Protein Processing, Post-Translational; Protein Stability; SOXC Transcription Factors; Wnt Signaling Pathway; beta Catenin",,mouse_embryo
2015,Persistent Noggin arrests cardiomyocyte morphogenesis and results in early in utero lethality.,"Simmons Olga, Snider Paige, Wang Jain, Schwartz Robert J, Chen Yiping, Conway Simon J",Developmental dynamics : an official publication of the American Association of Anatomists,mouse,,,,"Multiple bone morphogenetic protein (BMP) genes are expressed in the developing heart from the initiation to late-differentiation stages, and play pivotal roles in cardiovascular development. In this study, we investigated the requirement of BMP activity in heart development by transgenic over-expression of extracellular BMP antagonist Noggin. Using Nkx2.5-Cre to drive lineage-restricted Noggin within cardiomyocyte progenitors, we show persistent Noggin arrests cardiac development at the linear heart stage. This is coupled with a significantly reduced cell proliferation rate, subsequent cardiomyocyte programmed cell death and reduction of downstream intracellular pSMAD1/5/8 expression. Noggin mutants exhibit reduced heartbeat which likely results in subsequent fully penetrant in utero lethality. Significantly, confocal and electron micrographic examination revealed considerably fewer contractile elements, as well as a lack of maturation of actin-myosin microfilaments. Molecular analysis demonstrated that ectopic Noggin-expressing regions in the early heart's pacemaker region, failed to express the potassium/sodium hyperpolarization-activated cyclic nucleotide-gated channel 4 (Hcn4), resulting in an overall decrease in Hcn4 levels. Combined, our results reveal a novel role for BMP signaling in the progression of heart development from the tubular heart stage to the looped stage by means of regulation of proliferation and promotion of maturation of the in utero heart's contractile apparatus and pacemaker.",10.1002/dvdy.24233,25428115,"Animals; Carrier Proteins; Female; Fetal Death; Gene Expression Regulation, Developmental; Hyperpolarization-Activated Cyclic Nucleotide-Gated Channels; Mice; Mice, Transgenic; Myocardial Contraction; Myocytes, Cardiac; Pregnancy; Stem Cells; Noggin Protein",,mouse_embryo
2014,SOX17 links gut endoderm morphogenesis and germ layer segregation.,"Viotti Manuel, Nowotschin Sonja, Hadjantonakis Anna-Katerina",Nature cell biology,mouse,,,,"Gastrulation leads to three germ layers--ectoderm, mesoderm and endoderm--that are separated by two basement membranes. In the mouse embryo, the emergent gut endoderm results from the widespread intercalation of cells of two distinct origins: pluripotent epiblast-derived definitive endoderm (DE) and extra-embryonic visceral endoderm (VE). Here we image the trajectory of prospective DE cells before intercalating into the VE epithelium. We show that the transcription factor SOX17, which is activated in prospective DE cells before intercalation, is necessary for gut endoderm morphogenesis and the assembly of the basement membrane that separates gut endoderm from mesoderm. Our results mechanistically link gut endoderm morphogenesis and germ layer segregation, two central and conserved features of gastrulation.",10.1038/ncb3070,25419850,"Animals; Basement Membrane; Cadherins; Cell Differentiation; Embryo, Mammalian; Endoderm; Epithelium; Extracellular Matrix; Extracellular Matrix Proteins; Fibronectins; Gastrulation; Germ Layers; Green Fluorescent Proteins; HMGB Proteins; Hepatocyte Nuclear Factor 3-beta; Mesoderm; Mice; Mice, Transgenic; Morphogenesis; Optical Imaging; SOXF Transcription Factors",,mouse_embryo
2014,Neurogenin3 restricts serotonergic neuron differentiation to the hindbrain.,"Carcagno Abel L, Di Bella Daniela J, Goulding Martyn, Guillemot Francois, Lanuza Guillermo M",The Journal of neuroscience : the official journal of the Society for Neuroscience,mouse,,,,"The development of the nervous system is critically dependent on the production of functionally diverse neuronal cell types at their correct locations. In the embryonic neural tube, dorsoventral signaling has emerged as a fundamental mechanism for generating neuronal diversity. In contrast, far less is known about how different neuronal cell types are organized along the rostrocaudal axis. In the developing mouse and chick neural tube, hindbrain serotonergic neurons and spinal glutamatergic V3 interneurons are produced from ventral p3 progenitors, which possess a common transcriptional identity but are confined to distinct anterior-posterior territories. In this study, we show that the expression of the transcription factor Neurogenin3 (Neurog3) in the spinal cord controls the correct specification of p3-derived neurons. Gain- and loss-of-function manipulations in the chick and mouse embryo show that Neurog3 switches ventral progenitors from a serotonergic to V3 differentiation program by repressing Ascl1 in spinal p3 progenitors through a mechanism dependent on Hes proteins. In this way, Neurog3 establishes the posterior boundary of the serotonergic system by actively suppressing serotonergic specification in the spinal cord. These results explain how equivalent p3 progenitors within the hindbrain and the spinal cord produce functionally distinct neuron cell types.",10.1523/JNEUROSCI.3403-14.2014,25392491,"Animals; Basic Helix-Loop-Helix Proteins; Cell Differentiation; Chick Embryo; Gene Expression Regulation, Developmental; Interneurons; Mice; Nerve Tissue Proteins; Repressor Proteins; Rhombencephalon; Serotonergic Neurons; Spinal Cord; Stem Cells",,mouse_embryo
2014,TGF-β induction of FGF-2 expression in stromal cells requires integrated smad3 and MAPK pathways.,"Strand Douglas W, Liang Yao-Yun, Yang Feng, Barron David A, Ressler Steven J, Schauer Isaiah G, Feng Xin-Hua, Rowley David R",American journal of clinical and experimental urology,mouse,,,,"Transforming Growth Factor-β (TGF-β) regulates the reactive stroma microenvironment associated with most carcinomas and mediates expression of many stromal derived factors important for tumor progression, including FGF-2 and CTGF. TGF-β is over-expressed in most carcinomas, and FGF-2 action is important in tumor-induced angiogenesis. The signaling mechanisms of how TGF-β regulates FGF-2 expression in the reactive stroma microenvironment are not understood. Accordingly, we have assessed key signaling pathways that mediate TGF-β1-induced FGF-2 expression in prostate stromal fibroblasts and mouse embryo fibroblasts (MEFs) null for Smad2 and Smad3. TGF-β1 induced phosphorylation of Smad2, Smad3, p38 and ERK1/2 proteins in both control MEFs and prostate fibroblasts. Of these, Smad3, but not Smad2 was found to be required for TGF-β1 induction of FGF-2 expression in stromal cells. ChIP analysis revealed a Smad3/Smad4 complex was associated with the -1.9 to -2.3 kb upstream proximal promoter of the FGF-2 gene, further suggesting a Smad3-specific regulation. In addition, chemical inhibition of p38 or ERK1/2 MAPK activity also blocked TGF-β1-induced FGF-2 expression in a Smad3-independent manner. Conversely, inhibition of JNK signaling enhanced FGF-2 expression. Together, these data indicate that expression of FGF-2 in fibroblasts in the tumor stromal cell microenvironment is coordinately dependent on both intact Smad3 and MAP kinase signaling pathways. These pathways and key downstream mediators of TGF-β action in the tumor reactive stroma microenvironment, may evolve as putative targets for therapeutic intervention.",,25374926,,,mouse_embryo
2014,Differential response of epiblast stem cells to Nodal and Activin signalling: a paradigm of early endoderm development in the embryo.,"Kaufman-Francis Keren, Goh Hwee Ngee, Kojima Yoji, Studdert Joshua B, Jones Vanessa, Power Melinda D, Wilkie Emilie, Teber Erdahl, Loebel David A F, Tam Patrick P L","Philosophical transactions of the Royal Society of London. Series B, Biological sciences",mouse,,,,"Mouse epiblast stem cells (EpiSCs) display temporal differences in the upregulation of Mixl1 expression during the initial steps of in vitro differentiation, which can be correlated with their propensity for endoderm differentiation. EpiSCs that upregulated Mixl1 rapidly during differentiation responded robustly to both Activin A and Nodal in generating foregut endoderm and precursors of pancreatic and hepatic tissues. By contrast, EpiSCs that delayed Mixl1 upregulation responded less effectively to Nodal and showed an overall suboptimal outcome of directed differentiation. The enhancement in endoderm potency in Mixl1-early cells may be accounted for by a rapid exit from the progenitor state and the efficient response to the induction of differentiation by Nodal. EpiSCs that readily differentiate into the endoderm cells are marked by a distinctive expression fingerprint of transforming growth factor (TGF)-β signalling pathway genes and genes related to the endoderm lineage. Nodal appears to elicit responses that are associated with transition to a mesenchymal phenotype, whereas Activin A promotes gene expression associated with maintenance of an epithelial phenotype. We postulate that the formation of definitive endoderm (DE) in embryoid bodies follows a similar process to germ layer formation from the epiblast, requiring an initial de-epithelialization event and subsequent re-epithelialization. Our results show that priming EpiSCs with the appropriate form of TGF-β signalling at the formative phase of endoderm differentiation impacts on the further progression into mature DE-derived lineages, and that this is influenced by the initial characteristics of the cell population. Our study also highlights that Activin A, which is commonly used as an in vitro surrogate for Nodal in differentiation protocols, does not elicit the same downstream effects as Nodal, and therefore may not effectively mimic events that take place in the mouse embryo.",10.1098/rstb.2013.0550,25349457,"Animals; Cell Differentiation; Embryonic Stem Cells; Endoderm; Gene Expression Regulation, Developmental; Germ Layers; Homeodomain Proteins; Inhibin-beta Subunits; Mice; Nodal Protein; Signal Transduction; Transforming Growth Factor beta",,mouse_embryo
2014,Heading forwards: anterior visceral endoderm migration in patterning the mouse embryo.,"Stower Matthew J, Srinivas Shankar","Philosophical transactions of the Royal Society of London. Series B, Biological sciences",mouse,,,,"The elaboration of anterior-posterior (A-P) pattern is one of the earliest events during development and requires the precisely coordinated action of several players at the level of molecules, cells and tissues. In mammals, it is controlled by a specialized population of migratory extraembryonic epithelial cells, the anterior visceral endoderm (AVE). The AVE is a signalling centre that is responsible for several important patterning events during early development, including specifying the orientation of the A-P axis and the position of the heart with respect to the brain. AVE cells undergo a characteristic stereotypical migration which is crucial to their functions.",10.1098/rstb.2013.0546,25349454,"Animals; Body Patterning; Cell Differentiation; Cell Movement; Embryo, Mammalian; Endoderm; Mice; Models, Biological; Signal Transduction",,mouse_embryo
2014,Mouse limb skeletal growth and synovial joint development are coordinately enhanced by Kartogenin.,"Decker Rebekah S, Koyama Eiki, Enomoto-Iwamoto Motomi, Maye Peter, Rowe David, Zhu Shoutian, Schultz Peter G, Pacifici Maurizio",Developmental biology,mouse,,,,"Limb development requires the coordinated growth of several tissues and structures including long bones, joints and tendons, but the underlying mechanisms are not wholly clear. Recently, we identified a small drug-like molecule - we named Kartogenin (KGN) - that greatly stimulates chondrogenesis in marrow-derived mesenchymal stem cells (MSCs) and enhances cartilage repair in mouse osteoarthritis (OA) models. To determine whether limb developmental processes are regulated by KGN, we tested its activity on committed preskeletal mesenchymal cells from mouse embryo limb buds and whole limb explants. KGN did stimulate cartilage nodule formation and more strikingly, boosted digit cartilaginous anlaga elongation, synovial joint formation and interzone compaction, tendon maturation as monitored by ScxGFP, and interdigit invagination. To identify mechanisms, we carried out gene expression analyses and found that several genes, including those encoding key signaling proteins, were up-regulated by KGN. Amongst highly up-regulated genes were those encoding hedgehog and TGFβ superfamily members, particularly TFGβ1. The former response was verified by increases in Gli1-LacZ activity and Gli1 mRNA expression. Exogenous TGFβ1 stimulated cartilage nodule formation to levels similar to KGN, and KGN and TGFβ1 both greatly enhanced expression of lubricin/Prg4 in articular superficial zone cells. KGN also strongly increased the cellular levels of phospho-Smads that mediate canonical TGFβ and BMP signaling. Thus, limb development is potently and harmoniously stimulated by KGN. The growth effects of KGN appear to result from its ability to boost several key signaling pathways and in particular TGFβ signaling, working in addition to and/or in concert with the filamin A/CBFβ/RUNX1 pathway we identified previously to orchestrate overall limb development. KGN may thus represent a very powerful tool not only for OA therapy, but also limb regeneration and tissue repair strategies.",10.1016/j.ydbio.2014.09.011,25238962,"Anilides; Animals; Chondrogenesis; DNA Primers; Extremities; Gene Expression Regulation, Developmental; Image Processing, Computer-Assisted; Immunoblotting; In Situ Hybridization; Joint Capsule; Kruppel-Like Transcription Factors; Luminescent Proteins; Mesoderm; Mice; Microscopy, Confocal; Phthalic Acids; Proteoglycans; Regeneration; Reverse Transcriptase Polymerase Chain Reaction; Signal Transduction; Transforming Growth Factor beta1; Zinc Finger Protein GLI1; Red Fluorescent Protein; Proteoglycan 4",,mouse_embryo
